67045001         088428f11800ff00b4
11400044         1000000200020908032218b10000000009083000000000000000
11400045         100000020002090803221a260000000009083000000000000000
11400046         1000000200020908032218360000000009083000000000000000
11400047         1000000200020908032218750000000009083000000000000000
11400048         10000002000209080322183d0000000009083000000000000000
11400049         1000000200020908032237010000000009083000000000000000
1140004a         1000000200020908032218200000000009083000000000000000
1140004b         1000000200020908032218450000000009083000000000000000
1140004c         1000000200020908032210020000000009083000000000000000
1140004d         10000002000209080322192e0000000009083000000000000000
1140004e         10000002000209080322200a0000000009083000000000000000
1140004f         10000002000209080322182a0000000009083000000000000000
11400050         10000002000209080322f40c0000000009083000000000000000
11400051         10000002000209080322197a0000000009083000000000000000
11400052         1000000200020908032218370000000009083000000000000000
11400053         1000000200020908032210040000000009083000000000000000
11400054         1000000200020908032219090000000009083000000000000000
11400055         1000000200020908032218190000000009083000000000000000
11400056         10000002000209080322396a0000000009083000000000000000
11400057         100000020002090803223a3b0000000009083000000000000000
11400058         1000000200020908032219ae0000000009083000000000000000
11400059         1000000200020908032228050000000009083000000000000000
1140005a         1000000200020908032228010000000009083000000000000000
1140005b         1000000200020908032228020000000009083000000000000000
1140005c         1000000200020908032228030000000009083000000000000000
1140005d         1000000200020908032228040000000009083000000000000000
1140005e         10000002000209080322180b0000000009083000000000000000
1140005f         1000000200020908032218040000000009083000000000000000
11400020         10000002000209080322186c0000000009083000000000000000
11400021         10000002000209080322186d0000000009083000000000000000
11400022         10000002000209080322186e0000000009083000000000000000
11400023         10000002000209080322186f0000000009083000000000000000
11400024         1000000200020908032218310000000009083000000000000000
11400025         1000000200020908032218320000000009083000000000000000
11400026         1000000200020908032218330000000009083000000000000000
11400027         1000000200020908032218340000000009083000000000000000
11400028         1000000200020908032218aa0000000009083000000000000000
11400029         1000000200020908032219420000000009083000000000000000
1140002a         1000000200020908032218910000000009083000000000000000
1140002b         1000000200020908032218920000000009083000000000000000
1140002c         1000000200020908032218930000000009083000000000000000
1140002d         1000000200020908032218940000000009083000000000000000
1140002e         1000000200020908032218610000000009083000000000000000
1140002f         1000000200020908032218670000000009083000000000000000
11400030         1000000200020908032218650000000009083000000000000000
11400031         1000000200020908032218660000000009083000000000000000
11400032         1000000200020908032218020000000009083000000000000000
11400033         1000000200020908032218640000000009083000000000000000
11400034         10000002000209080322186a0000000009083000000000000000
11400035         1000000200020908032218600000000009083000000000000000
11400036         1000000200020908032218680000000009083000000000000000
11400037         10000002000209080322185e0000000009083000000000000000
11400038         1000000200020908032219240000000009083000000000000000
11400039         1000000200020908032219250000000009083000000000000000
1140003a         1000000200020908032219260000000009083000000000000000
1140003b         1000000200020908032219100000000009083000000000000000
1140003c         1000000200020908032219110000000009083000000000000000
1140003d         1000000200020908032218210000000009083000000000000000
1140003e         1000000200020908032218180000000009083000000000000000
1140003f         10000002000209080322195a0000000009083000000000000000
11400001         10000001000009080210030000000000
11400002         0102a0ff07d00908023e000000000000
11400003         0102000000000908023e000000000000
11400004         1000000200020908031902090000000009083000000000000000
11400005         10000002000209080414ffffff00000009083000000000000000
11400006         10000002000209080322f1870000000009083000000000000000
11400007         10000002000209080322f1880000000009083000000000000000
11400008         10000002000209080322f18a0000000009083000000000000000
11400009         10000002000209080322f18b0000000009083000000000000000
1140000a         10000002000209080322f18c0000000009083000000000000000
1140000b         10000002000209080322f1900000000009083000000000000000
1140000c         10000002000209080322f1910000000009083000000000000000
1140000d         10000002000209080322f1930000000009083000000000000000
1140000e         10000002000209080322f1950000000009083000000000000000
1140000f         10000002000209080322f1970000000009083000000000000000
11400010         10000002000209080322f1830000000009083000000000000000
11400011         10000002000209080322f1980000000009083000000000000000
11400012         10000002000209080322f1990000000009083000000000000000
11400013         10000002000209080322f1020000000009083000000000000000
11400014         10000002000209080322f1030000000009083000000000000000
11400015         1000000200020908032220030000000009083000000000000000
11400016         1000000200020908032210000000000009083000000000000000
11400017         10000002000209080322191e0000000009083000000000000000
11400018         1000000200020908032210030000000009083000000000000000
11400019         1000000200020908032219340000000009083000000000000000
1140001a         1000000200020908032219350000000009083000000000000000
1140001b         1000000200020908032219360000000009083000000000000000
1140001c         1000000200020908032219370000000009083000000000000000
1140001d         1000000200020908032219380000000009083000000000000000
1140001e         1000000200020908032219560000000009083000000000000000
1140001f         1000000200020908032218120000000009083000000000000000
11400080         0908fc00052f513303ff
11410001         10000002000209080322f1920000000009083000000000000000
11410002         10000002000209080322f1940000000009083000000000000000
11410003         1000000200020908032230070000000009083000000000000000
11410004         1000000200020908032230080000000009083000000000000000
11410005         1000000200020908032230090000000009083000000000000000
11410006         10000002000209080322300a0000000009083000000000000000
